x,y,label,classifierA_predicted_label,classifierB_predicted_label
1.147620066944953,-0.03342467460755934,dog,cat,cat
0.9189729413256528,-0.031324571943107726,dog,cat,cat
1.0913539510870955,0.0521750247787654,dog,cat,cat
0.946828955201573,0.07107543463307447,dog,cat,cat
1.0095037653357068,0.11706196390504177,dog,cat,cat
0.9295815343988374,-0.012119980347355945,dog,cat,cat
0.9605666604239174,-0.12525649519988608,dog,cat,cat
1.0293799339609293,0.04764928788204009,dog,cat,cat
1.0002694810047625,-0.0014661959633331667,dog,cat,cat
0.8582110887921944,-0.019623262623233648,dog,cat,cat
0.9654665375739624,-0.05733770951116228,dog,cat,cat
0.9835990428641757,0.06374384623831461,dog,cat,cat
1.188335627532791,0.041245280283657725,dog,cat,cat
1.025461298443931,0.01679164107481112,dog,cat,cat
0.8078181583827935,0.02203357387439113,dog,cat,cat
1.0057071200311822,0.2714578964622484,dog,cat,cat
0.9804366202689407,0.05573713817760194,dog,cat,cat
0.9961899560743868,-0.09083668624148461,dog,cat,cat
1.1139316293844899,0.101673129120675,dog,cat,cat
1.0787405561179624,-0.06401021663105116,dog,cat,cat
1.1399046045829455,-0.11280787985988786,dog,cat,cat
1.0582984935425042,0.24687148105534526,dog,cat,cat
0.9005465609225096,-0.028355168037234584,dog,cat,cat
1.0095525378199406,-0.021624279736594525,dog,cat,cat
0.8445080646852351,0.03602825812049917,dog,cat,cat
0.8933308415076017,0.07697987279077573,dog,cat,cat
0.9076053931555459,0.18506273334846576,dog,cat,cat
0.921208889657066,-0.0016882017127041599,dog,cat,cat
1.0808721415552092,-0.09211983082307776,dog,cat,cat
1.0222524128247767,0.16212952092192445,dog,cat,cat
0.8387438940757529,0.050327269690793326,dog,cat,cat
1.0254660937484812,0.11049480293930186,dog,cat,cat
0.8757681386547471,-0.09928452013311174,dog,cat,cat
1.0516425603532573,0.06290822731172854,dog,cat,cat
1.0244826815082464,0.06830319306016366,dog,cat,cat
0.9314157156340033,0.05733234716719925,dog,cat,cat
1.0287100250790808,-0.036879565882712594,dog,cat,cat
1.1859646174633203,0.08238745951773799,dog,cat,cat
0.8802410038736286,0.10110811274400568,dog,cat,cat
0.901887172464813,0.11460978956597986,dog,cat,cat
1.1151986819337665,-0.04571833256565446,dog,cat,cat
1.0956603201580355,0.07807655471724134,dog,cat,cat
1.0815121050920338,0.2269263156289786,dog,cat,cat
0.9747504580130312,-0.03767805123662943,dog,cat,cat
0.9103208058366403,-0.04343692305671778,dog,cat,cat
0.9915448557122267,0.07270783547699675,dog,cat,cat
1.026906683113124,0.1217594876788714,dog,cat,cat
1.000520167569948,0.1848430874049998,dog,cat,cat
0.9727364689394987,0.3119551053059252,dog,cat,cat
1.061750859603625,-0.04532906608363834,dog,cat,cat
0.8920766462711686,0.08908242385630337,dog,cat,cat
0.9768011874848481,0.11268371628779582,dog,cat,cat
1.0464525971086525,0.0344492518417482,dog,cat,cat
0.9144306301757871,-0.1093041115404132,dog,cat,cat
0.9544394728085146,0.12826894968279084,dog,cat,cat
1.0204811071659206,-0.08149635688730708,dog,cat,cat
1.0163703887846718,0.08205770101104837,dog,cat,cat
0.9106469147389793,0.059346906917464054,dog,cat,cat
1.0048336910800741,-0.06987420903528035,dog,cat,cat
1.0347715148675238,0.10094968885925254,dog,cat,cat
1.1072776614723219,0.15069984785999713,dog,cat,cat
0.8611851574101392,-0.04801446403184123,dog,cat,cat
1.0504349767108427,0.09759502313280047,dog,cat,cat
1.0504153731419439,0.4319379558773642,dog,cat,cat
1.0559786088434515,0.16066974019832986,dog,cat,cat
1.0942684861319252,0.11270066118695655,dog,cat,cat
0.9673199360769954,0.12390680839920448,dog,cat,cat
0.9215426885999745,0.024776366296439284,dog,cat,cat
0.9502670035421619,0.057093971766365506,dog,cat,cat
1.230247162026805,-0.1373716404277467,dog,cat,cat
1.067385070198772,-0.11146839722776714,dog,cat,cat
0.9515434091562119,0.15914655061345465,dog,cat,cat
1.0051419409950288,-0.05707469597526525,dog,cat,cat
0.9271607102908707,0.11910783739718683,dog,cat,cat
0.9256313589622013,0.0732421918427584,dog,cat,cat
1.0032019458316526,-0.013115441890707943,dog,cat,cat
1.213015709276155,0.11588474460114437,dog,cat,cat
0.7960833789799351,0.07158651276959967,dog,cat,cat
0.93239512727542,0.13863264302912684,dog,cat,cat
0.9192976348248493,0.042363882902887805,dog,cat,cat
1.0490241702961718,0.14086125311958286,dog,cat,cat
0.8784713342415907,0.021283805834084762,dog,cat,cat
0.95098177520408,-0.010150809151268356,dog,cat,cat
1.1749968605502277,0.09612845877213658,dog,cat,cat
0.8723379701245018,0.1478646447431746,dog,cat,cat
1.2106167131341552,0.1597731271558906,dog,cat,cat
0.8464386235564647,0.008551333488359986,dog,cat,cat
1.125041060638724,-0.01334407759184373,dog,cat,cat
1.0427060129572743,0.13533439093856928,dog,cat,cat
0.9056049462670404,0.052366554955323164,dog,cat,cat
0.6741449815649999,-0.0436715803560752,dog,cat,cat
0.9729884214498055,-0.06556305304357848,dog,cat,cat
1.1614596868749898,-0.08335080319818061,dog,cat,cat
0.954187226585699,0.07318544975061536,dog,cat,cat
1.1422919218218621,-0.08302677778294056,dog,cat,cat
1.1144536846823383,0.06203077654856158,dog,cat,cat
0.8999589598108746,0.1076658386928629,dog,cat,cat
1.0179881088246172,0.0018818119886564177,dog,cat,cat
1.0050344610262238,0.023820135984163174,dog,cat,cat
1.0093778992262683,0.12901254652578908,dog,cat,cat
1.156599557409229,-0.06053410005837227,dog,cat,cat
1.2112727232791993,-0.13151337212028252,dog,cat,cat
0.9827621852599616,0.12297507365485345,dog,cat,cat
1.0260109894238196,0.002321333275286483,dog,cat,cat
0.9770704844440558,0.01573911102868609,dog,cat,cat
0.9389169395633609,0.15044732032992286,dog,cat,cat
1.0335254685867197,-0.0033559559592097055,dog,cat,cat
1.0877542112263494,0.09711283530909567,dog,cat,cat
1.0790505382260898,0.12979363369368072,dog,cat,cat
0.9148347268815396,0.011260498296577832,dog,cat,cat
1.0724332890960737,0.12876346811941458,dog,cat,cat
0.9955832687818857,0.07990700552134786,dog,cat,cat
1.1254092163423934,0.009464940185669415,dog,cat,cat
1.0523215624626885,0.048850611878802686,dog,cat,cat
0.9758126006082057,0.17939534645778626,dog,cat,cat
1.0800910514243498,0.151316394989723,dog,cat,cat
1.128065791851282,0.0725135715870279,dog,cat,cat
1.0656815018976784,0.039834253611787135,dog,cat,cat
1.0298709326777782,0.05829435140482277,dog,cat,cat
1.0071217856238053,0.13127207258861157,dog,cat,cat
0.9155678115381023,0.28144279635946123,dog,cat,cat
0.8967556314962218,-0.04876710828939833,dog,cat,cat
1.1131357458353177,0.15226569194639422,dog,cat,cat
1.059703728090612,0.13638162830932482,dog,cat,cat
0.996033956068389,-0.015730719751012298,dog,cat,cat
1.0048057752144064,0.006726171352721952,dog,cat,cat
1.094703777859744,0.06018421446158309,dog,cat,cat
0.9146083690493867,0.04319896346567941,dog,cat,cat
1.0384173174613964,0.019412672190900454,dog,cat,cat
0.9148680148837478,0.10060141319176821,dog,cat,cat
1.0215523930660544,0.02598592371752849,dog,cat,cat
0.9499173860232901,0.10033276875308367,dog,cat,cat
0.8521780621874341,-0.06317108419721107,dog,cat,cat
0.9251071530930663,0.056678080662664894,dog,cat,cat
1.0280072097953887,0.22600590440232882,dog,cat,cat
1.0826470927162801,0.06292390077451487,dog,cat,cat
0.994943985916627,-0.0208877275296349,dog,cat,cat
0.9949585685759602,0.05094678421507258,dog,cat,cat
1.0290458128419944,-0.00246302315570264,dog,cat,cat
1.0486724820372102,0.23398136942158762,dog,cat,cat
0.9858254887515148,0.1213260409922384,dog,cat,cat
1.0656793749389384,0.04148019590384984,dog,cat,cat
1.0190374953133738,0.08330884103964092,dog,cat,cat
1.006358927552999,0.005195963913748658,dog,cat,cat
0.9990052048985127,0.13274409614035065,dog,cat,cat
1.1416312172428251,0.1793186576293871,dog,cat,cat
1.2117975704289008,0.00710410993554976,dog,cat,cat
1.08367365579552,0.10262034110998647,dog,cat,cat
1.215383952129812,0.0039035693306249813,dog,cat,cat
0.9123933405210879,0.025241373579806527,dog,cat,cat
0.783937617493517,0.033052359052171895,dog,cat,cat
0.920375388216395,0.10111444571177303,dog,cat,cat
1.0304255156664468,0.274139339487408,dog,cat,cat
1.0912533649018057,0.02927906106891036,dog,cat,cat
0.9063303762281831,0.13660849733270158,dog,cat,cat
0.8641091842340068,0.2710095927018641,dog,cat,cat
1.1140369778824117,0.04139326913772523,dog,cat,cat
0.8247397730845332,0.22414517220380886,dog,cat,cat
0.9845593009688297,0.21298664854090943,dog,cat,cat
0.8365303784403052,0.02971457963162822,dog,cat,cat
0.996457172450478,0.09479718782399482,dog,cat,cat
0.9508857128310486,0.15283115004978837,dog,cat,cat
0.8890894738905907,0.07675521843736341,dog,cat,cat
1.0078401362076899,0.1428840421366956,dog,cat,cat
1.0669309164190606,-0.02057707708482373,dog,cat,cat
0.8423166664845928,0.22010176914371593,dog,cat,cat
1.0289179390867393,0.017932369549819152,dog,cat,cat
1.1507599891626699,0.10479540419302974,dog,cat,cat
1.113532563137861,0.10042668767963986,dog,cat,cat
1.2016354897486123,0.26965580368441,dog,cat,cat
0.9706219343578081,0.19172567547352465,dog,cat,cat
1.0600133955344309,0.2318785780158298,dog,cat,cat
0.8989407053215772,0.16406739100342219,dog,cat,cat
1.1012325503103024,-0.07996490013129737,dog,cat,cat
0.8770211000552599,-0.10756738508112883,dog,cat,cat
0.9683629170333068,0.16855682304475886,dog,cat,cat
1.1454957543114563,0.10465882077382238,dog,cat,cat
1.1580778517600143,-0.04031407741657052,dog,cat,cat
0.8248341008541568,0.09258800450471662,dog,cat,cat
1.0335347367650007,0.09531998580081368,dog,cat,cat
0.7883396284519871,0.09012412301117582,dog,cat,cat
0.8645923345028372,0.16645002824408386,dog,cat,cat
1.0316543547817747,0.005941421083374102,dog,cat,cat
0.9435628835876246,-0.005545346251337055,dog,cat,cat
0.988636510282675,0.19633682398556787,dog,cat,cat
0.8962864596137279,0.15167380917157466,dog,cat,cat
0.9417877462050583,0.02242841967438898,dog,cat,cat
0.9840647154087755,-0.0013620045539628617,dog,cat,cat
0.9393568638075694,-0.017179057367006145,dog,cat,cat
1.1911481501573702,0.1065815706195479,dog,cat,cat
0.9246567281846026,0.12489966926292918,dog,cat,cat
0.9833499157369352,0.08185116014999971,dog,cat,cat
1.055952632045925,0.18014531207860246,dog,cat,cat
0.9414388882389219,0.0472591169467447,dog,cat,cat
0.9669366738754918,-0.12490479664815399,dog,cat,cat
0.8428753776032734,0.24242110417096432,dog,cat,cat
1.1588436950570622,0.08127640976896561,dog,cat,cat
1.051954859557231,0.13775134408410591,dog,cat,cat
1.3021392833124366,0.2190301131954935,dog,cat,cat
0.9814112822142954,0.011964849841493028,dog,cat,cat
0.8335100479219782,0.12831150767506005,dog,cat,cat
0.9184710437043169,-0.033813998437234885,dog,cat,cat
0.9294000678029383,0.0007027787527752877,dog,cat,cat
1.162722557448148,0.19746773946842872,dog,cat,cat
0.9931619672520517,0.2577443402994453,dog,cat,cat
1.001646699330324,0.024067646802373666,dog,cat,cat
1.1461727132233488,0.1645331896263339,dog,cat,cat
0.8900859267535162,0.09205441348020284,dog,cat,cat
0.9061987533064493,-0.02674561815902525,dog,cat,cat
1.086328169635903,0.30292207016154116,dog,cat,cat
0.8538032935277966,0.16872335839911043,dog,cat,cat
0.9285452298238048,0.06415990231764952,dog,cat,cat
0.9343193299478699,0.0269193469488834,dog,cat,cat
0.9983599206217293,0.0306693726673314,dog,cat,cat
1.0205022756907087,0.10918651083406469,dog,cat,cat
0.9695104235518596,0.023899870034488235,dog,cat,cat
0.935676530158089,0.19064125018017775,dog,cat,cat
1.0433936168148175,0.017792471286148248,dog,cat,cat
1.003183163304224,0.19113255299119797,dog,cat,cat
0.8262572392400211,0.1707756814098148,dog,cat,cat
0.9268830259408756,0.17394532708890276,dog,cat,cat
0.9167669205675057,-0.06315697532895487,dog,cat,cat
0.8302858267333247,0.12258548027187642,dog,cat,cat
1.0189593549178901,0.027791050234060505,dog,cat,cat
1.0567931847824692,-0.0474835901629138,dog,cat,cat
0.9862725931445906,-0.001987524501864374,dog,cat,cat
0.9276433962900493,0.12429961801754545,dog,cat,cat
0.9067319045699582,0.0815498277857781,dog,cat,cat
1.0933485560258631,0.0627618024008513,dog,cat,cat
1.0762343203058498,0.007925886763578749,dog,cat,cat
1.0455911608855442,0.2654989928132987,dog,cat,cat
0.7453917270866849,0.0420981392708525,dog,cat,cat
1.050208623844577,0.1019286357464505,dog,cat,cat
1.0295610325235083,0.06228014058471502,dog,cat,cat
1.001050258037342,0.10755639590557871,dog,cat,cat
1.1091141196146417,0.14901163915658933,dog,cat,cat
1.02604061388088,0.082827268699349,dog,cat,cat
0.943463959568094,0.08120453202846731,dog,cat,cat
1.031613830603677,0.08280726315120727,dog,cat,cat
1.021089936545789,0.33289112635482176,dog,cat,cat
1.0791685558007298,0.093194003275053,dog,cat,cat
1.1121209123978366,0.08543410384603584,dog,cat,cat
0.7881303015214037,0.025878269277884072,dog,cat,cat
0.804806597939653,0.09198078566229675,dog,cat,cat
0.9936704631210229,0.2952210733764239,dog,cat,cat
1.0244639979066101,0.10611247164644225,dog,cat,cat
1.0746542541565236,-0.09264584978875609,dog,cat,cat
1.015217387548465,0.20599933120201436,dog,cat,cat
0.8437393430621488,0.24373332086219307,dog,cat,cat
1.0253894445068688,0.08827420381682104,dog,cat,cat
1.054759626711838,0.3573173335002867,dog,cat,cat
1.0096095021890887,0.15551513262070318,dog,cat,cat
0.945428023561291,0.046153636983226456,dog,cat,cat
1.0743387322637021,0.04597466485641084,dog,cat,cat
0.9984026116989445,0.08426224977728125,dog,cat,cat
1.039084608205058,0.16583912538823953,dog,cat,cat
1.0948810580072679,0.08191616868943638,dog,cat,cat
0.9640798083128466,0.03548630393202516,dog,cat,cat
0.9465780144169653,0.17153756488043337,dog,cat,cat
1.0666460410052723,0.04203579626459979,dog,cat,cat
1.0778474106133527,0.27026090062037345,dog,cat,cat
1.032169748545257,0.32282145491468817,dog,cat,cat
0.9133865783028817,0.011121135018621178,dog,cat,cat
0.812832513695657,0.2856357408718369,dog,cat,cat
1.0560799449891125,0.13091751959770498,dog,cat,cat
1.0185788831604086,0.024371731427828294,dog,cat,cat
1.2350956600842895,0.1502873762376006,dog,cat,cat
1.00139818360914,0.21038651463627384,dog,cat,cat
1.0384976697926716,0.16064282111498351,dog,cat,cat
0.9112871440016079,0.1858457929861042,dog,cat,cat
1.1784746825900938,0.2736854725286405,dog,cat,cat
1.1495283394848574,0.08846638287630681,dog,cat,cat
0.8911864391678667,0.1274537129918343,dog,cat,cat
0.9956564573025246,0.2498959831178111,dog,cat,cat
0.8207743485019112,0.29387626118269594,dog,cat,cat
0.9741566675477642,0.09867749181527555,dog,cat,cat
0.8886834663572125,-0.023675727285242393,dog,cat,cat
1.072147209315088,0.149586049139901,dog,cat,cat
0.8607701085514039,0.013190659073314903,dog,cat,cat
0.9561235767869402,0.3100449439166081,dog,cat,cat
0.9636785603667921,-0.006727277656280867,dog,cat,cat
0.964998838491479,0.11675885801899052,dog,cat,cat
0.7198197306255641,0.13904589666107503,dog,cat,cat
0.9663499925542739,0.21454015900467746,dog,cat,cat
1.174273906373955,0.2580201354904871,dog,cat,cat
0.9624240797902006,0.03515512238633803,dog,cat,cat
1.2465833818120835,0.15217360800969298,dog,cat,cat
0.990574584008163,0.1442832777784618,dog,cat,cat
1.0089241849250283,0.132703737622304,dog,cat,cat
0.9316833629064836,0.09289784737045864,dog,cat,cat
0.985707892047389,0.09368519732603564,dog,cat,cat
0.9176320970173378,0.15911460032918812,dog,cat,cat
0.9633522105140252,0.29931474962508875,dog,cat,cat
0.7236860091563044,0.25850997916269214,dog,cat,cat
1.113324367766789,-0.057535916159363126,dog,cat,cat
0.9543797484258651,0.11310280341083984,dog,cat,cat
0.8478297984880127,0.07290897390884735,dog,cat,cat
0.8774556443617354,0.32636140930695534,dog,cat,cat
1.0820131300078646,0.27873356631040913,dog,cat,cat
1.0605443597322068,0.039116540996018356,dog,cat,cat
0.9358567901983637,0.20140280491824092,dog,cat,cat
0.8660275003130654,0.22420879177197378,dog,cat,cat
0.9641390066536351,0.1158704371512633,dog,cat,cat
1.0591986094621044,0.19822238730914804,dog,cat,cat
0.9519368631511609,0.2701725437647595,dog,cat,cat
0.8798578149973284,0.21627660031466436,dog,cat,cat
1.0472047425253102,0.1241718407155042,dog,cat,cat
1.0204381888847507,0.03045854078045565,dog,cat,cat
1.0801576594882585,0.13752306720284913,dog,cat,cat
0.9354125274117459,0.26135755442574654,dog,cat,cat
0.9171801333086361,0.016053821678033264,dog,cat,cat
0.8318810589271343,0.2179442343093877,dog,cat,cat
0.8594303159780687,0.3332659135324848,dog,cat,cat
0.7792093864333065,0.3278753565317605,dog,cat,cat
1.0084329509960213,0.14900160100460944,dog,cat,cat
0.9327679737233738,0.19902968414663794,dog,cat,cat
0.9834248913790918,0.26988938937446827,dog,cat,cat
0.9985394068082968,0.17503247363271152,dog,cat,cat
0.9506835021588818,0.15475079919117285,dog,cat,cat
1.017752782839796,-0.010128445951846615,dog,cat,cat
0.8520817474570199,0.23565780205114314,dog,cat,cat
1.0039143183586352,0.14337602584392414,dog,cat,cat
0.9885984539064887,0.19697546425169613,dog,cat,cat
0.9327061798136306,0.08482972272840981,dog,cat,cat
1.0061935618041515,0.06526578628779008,dog,cat,cat
1.027361001535577,-0.006712460455526814,dog,cat,cat
1.0893777806011407,0.2112484511776156,dog,cat,cat
1.0119914824539211,0.26270057125879165,dog,cat,cat
1.1528620468871094,0.2663112161646489,dog,cat,cat
0.8021530740052569,0.037359216569326115,dog,cat,cat
0.9236843353606057,0.16836868853630982,dog,cat,cat
1.0378575924779907,0.09362783907529142,dog,cat,cat
1.0046936655038547,0.09110653054461704,dog,cat,cat
0.9247903087212346,0.026421283909163346,dog,cat,cat
0.8935436657279265,0.032361469181945296,dog,cat,cat
0.888204367729307,0.2733366118003512,dog,cat,cat
0.8907763082164757,0.4316531071765359,dog,cat,cat
1.0349722926602056,0.18734094768360698,dog,cat,cat
0.8997288314415103,0.23933072385529397,dog,cat,cat
0.9279247351537279,0.18194308386902458,dog,cat,cat
1.2414206813679478,0.16057844472280827,dog,cat,cat
1.1002630713942594,0.10030909018504035,dog,cat,cat
0.9817602024170904,0.34814905988599354,dog,cat,cat
0.9224854598810267,0.3527560812803002,dog,cat,cat
1.0558802749057805,0.11570674249359707,dog,cat,cat
1.0482685724891583,0.2696510250032726,dog,cat,cat
1.0471313135672133,0.015815233275203455,dog,cat,cat
0.9121589200790194,0.1485279321097433,dog,cat,cat
0.9773514166372903,0.23578906090852997,dog,cat,cat
1.0024867831118756,0.040629435769879624,dog,cat,cat
1.022658193191599,0.23566443156650144,dog,cat,cat
1.0405389795735271,0.2831258798115621,dog,cat,cat
1.067873478557513,0.22140773012863252,dog,cat,cat
0.9773858219275864,0.009835508446550623,dog,cat,cat
1.027285146622058,0.19714221466046475,dog,cat,cat
1.0114019417441358,0.04914039697274758,dog,cat,cat
0.8760589389959917,0.2825723128743001,dog,cat,cat
0.9801294143758036,0.24584883455110212,dog,cat,cat
0.986836905827648,0.18111608023384254,dog,cat,cat
1.0777533890099067,0.1269776590415642,dog,cat,cat
0.9934568280648127,0.13279623259145018,dog,cat,cat
0.9403146713627627,0.14854814264438393,dog,cat,cat
1.0058970167977286,0.13203205019586287,dog,cat,cat
1.1091783995294051,0.09088770326392795,dog,cat,cat
0.9648345717192357,0.13681681244587696,dog,cat,cat
1.1281382755760165,0.20088684428666675,dog,cat,cat
1.0865434939511012,0.033116741179883585,dog,cat,cat
1.0099824213294906,0.2710772332909178,dog,cat,cat
0.9914239502996165,0.28910352978809695,dog,cat,cat
0.9313846648992181,0.3239315380721819,dog,cat,cat
1.2129210827325634,0.1471542029118818,dog,cat,cat
0.9383985806327151,0.3292177346110982,dog,cat,cat
1.1408234117053977,0.13203447507984048,dog,cat,cat
0.9407646817563047,0.15658317066842425,dog,cat,cat
0.8482552806867454,0.09333755343994857,dog,cat,cat
0.882203025446697,0.10886407079755936,dog,cat,cat
0.979065185739173,0.20950634237807075,dog,cat,cat
1.137500098156232,0.08669046937496845,dog,cat,cat
1.0807984651773301,0.16556795576985517,dog,cat,cat
0.9773358328940388,0.25488971848290953,dog,cat,cat
0.8699257823243541,0.22608963519994435,dog,cat,cat
0.9987587880318514,0.23753464045026146,dog,cat,cat
1.0109458164569574,0.43426034357223803,dog,cat,cat
0.9181701406393901,0.13607141158764904,dog,cat,cat
0.9195450755801952,0.1340641345646607,dog,cat,cat
0.9180352068271018,0.3089542007816706,dog,cat,cat
1.1237389378859206,0.13341858119477923,dog,cat,cat
0.898367351517001,0.23807539072697703,dog,cat,cat
0.9262948023683699,0.2546676029135196,dog,cat,cat
1.001723409096482,0.040240557130130944,dog,cat,cat
1.136095429622412,0.37184324478478503,dog,cat,cat
0.9199796451995568,0.15392579159175337,dog,cat,cat
1.0097584603770178,0.22658205787016839,dog,cat,cat
1.0469395579437313,0.39459722512147277,dog,cat,cat
0.9633034196318399,0.11418740016289296,dog,cat,cat
0.8429790336349902,0.12136443490425389,dog,cat,cat
0.977510875572229,0.3743535003530254,dog,cat,cat
0.9289748617647311,0.21771674500032473,dog,cat,cat
0.9790059232730318,0.31461747366012127,dog,cat,cat
1.2332534791005327,0.1431314260571585,dog,cat,cat
0.931528118332842,0.30107450855629325,dog,cat,cat
1.0485728400751841,0.3817692313008286,dog,cat,cat
1.0386879406472385,0.16160932781533627,dog,cat,cat
1.0392718386780069,0.3088488933194696,dog,cat,cat
1.0621656097325756,0.2491458968507148,dog,cat,cat
1.0866956991036714,0.31578797128638625,dog,cat,cat
1.118154770326243,0.26416927943701096,dog,cat,cat
0.9631375068323611,0.21440949760337455,dog,cat,cat
1.1004104577383036,0.11848435990046433,dog,cat,cat
1.016536940798128,0.1612838034741381,dog,cat,cat
0.9824539436457613,0.3289025882552292,dog,cat,cat
0.9985990222319465,0.20614073358908494,dog,cat,cat
0.8434129580640782,0.27656207155792323,dog,cat,cat
1.0438562496809718,0.4187017827816616,dog,cat,cat
0.9484390701673203,0.22473089793903828,dog,cat,cat
1.0040641268387365,0.3610007070075745,dog,cat,cat
0.9695048727616521,0.23159700451534512,dog,cat,cat
1.039732547250735,0.22279519612098841,dog,cat,cat
0.9342078078672508,0.22398267383364615,dog,cat,cat
1.086122420134473,0.10236149412406599,dog,cat,cat
0.9919640911908658,0.13544025078698588,dog,cat,cat
1.0980794681163957,0.053572908624120424,dog,cat,cat
0.9225901047831369,0.24405201194790568,dog,cat,cat
1.1349419795774047,0.20019498210197711,dog,cat,cat
0.9227767140042963,0.39532485726153804,dog,cat,cat
0.833402169546327,-0.0122323449844228,dog,cat,cat
1.0221117004210685,0.1578818867658649,dog,cat,cat
0.8758934724626954,0.27936197052957545,dog,cat,cat
1.0023031272640042,0.1525574373110027,dog,cat,cat
0.8497987207008766,0.2966499656958031,dog,cat,cat
1.0427551860337956,0.19992553678260566,dog,cat,cat
1.1623044785204992,0.10327349454189963,dog,cat,cat
0.8249937755278987,0.14152996983315863,dog,cat,cat
0.9728930077353363,0.23549348494470806,dog,cat,cat
0.9532331234007169,0.24680380031101085,dog,cat,cat
0.8521077096668357,0.35641339908164327,dog,cat,cat
0.9689512602493761,0.3242051571270761,dog,cat,cat
1.011343441851574,0.25858948836842216,dog,cat,cat
1.0339519675038484,0.2581235720420235,dog,cat,cat
1.041151650895135,0.34670647565489293,dog,cat,cat
0.9964354304865232,0.285130061927619,dog,cat,cat
0.9677134858952463,0.3586798280782524,dog,cat,cat
0.9089513701446258,0.39520052693801133,dog,cat,cat
0.972478153551127,0.07246730720951344,dog,cat,cat
0.9892075416295467,0.14787794202066795,dog,cat,cat
1.0603644098376572,0.15115895666889817,dog,cat,cat
0.9315844697145873,0.02790548473141166,dog,cat,cat
0.9308747425249932,-0.025090215302545488,dog,cat,cat
0.8176174568513513,0.29377729872844377,dog,cat,cat
1.054489923170888,0.26071966117718204,dog,cat,cat
0.8791142644743339,0.21384079731190495,dog,cat,cat
0.975353399754969,0.10321344788875883,dog,cat,cat
1.1259550621326215,0.3072240856137391,dog,cat,cat
0.9534201962997608,0.22261433598179733,dog,cat,cat
0.9962560796591126,0.01619011645587448,dog,cat,cat
0.9506010492686462,0.15260298531605274,dog,cat,cat
0.87505757868223,0.19312914315812735,dog,cat,cat
1.1548888280223446,0.2857611763294758,dog,cat,cat
0.9179026755594667,0.2793728414314138,dog,cat,cat
1.114856320951451,0.3150155599288875,dog,cat,cat
0.9807838206148298,0.1582960973694832,dog,cat,cat
1.0445429249091371,0.2627758522570991,dog,cat,cat
1.064139529090707,0.287381987442304,dog,cat,cat
1.0794748957954385,0.170778734573387,dog,cat,cat
1.10615825165819,0.24449961946203813,dog,cat,cat
1.181843956864522,0.15625823516708626,dog,cat,cat
1.1478130781220883,0.24540540793732515,dog,cat,cat
0.9089735293644006,0.17766301334430906,dog,cat,cat
0.9419790345638327,0.26890541300417753,dog,cat,cat
1.0261955536018343,0.16955599395184592,dog,cat,cat
0.9713745887653087,0.44159016046800004,dog,cat,cat
1.1464622119932457,0.2714325760266464,dog,cat,cat
0.9774058936109888,0.24024038028675565,dog,cat,cat
1.0348547977180522,0.1263949836659784,dog,cat,cat
0.9476626052140262,0.062252779296108174,dog,cat,cat
